3500,1,1
3500,0,1
3500,0,1
3500,0,1
3500,0,1
3500,0,1
3500,0,1
3300,1,1
3300,1,1
3300,1,0
3300,1,0
3300,0,1
3300,1,1
3300,0,1
3100,0,1
3100,0,1
3100,0,1
3100,1,1
3100,1,1
3100,0,1
3100,0,1
2900,1,1
2900,1,1
2900,0,1
2900,0,1
2900,1,1
2900,0,1
2900,0,1
2700,1,1
2700,0,1
2700,0,1
2700,0,1
2700,0,1
2700,0,1
2700,0,1
2500,0,1
2500,1,1
2500,1,0
2500,0,1
2500,1,1
2500,1,0
2500,0,0
2300,1,1
2300,1,0
2300,1,1
2300,1,0
2300,0,0
2300,0,1
2300,0,1
2100,0,1
2100,1,1
2100,0,0
2100,0,0
2100,0,0
2100,1,0
2100,1,1
1900,0,1
1900,1,0
1900,1,1
1900,0,0
1900,1,1
1900,1,1
1900,0,0
1700,1,0
1700,0,1
1700,0,1
1700,0,1
1700,0,1
1700,1,1
1700,0,1
1500,1,1
1500,1,0
1500,0,0
1500,0,1
1500,0,0
1500,0,1
1500,0,1
1450,0,1
1450,0,1
1450,0,1
1450,0,1
1450,0,1
1450,0,1
1450,0,1
1400,1,0
1400,0,1
1400,0,1
1400,0,1
1400,0,1
1400,0,1
1400,0,1
1350,1,1
1350,1,0
1350,0,0
1350,0,1
1350,0,1
1350,1,1
1350,0,0
1300,0,1
1300,0,0
1300,0,1
1300,0,1
1300,0,1
1300,0,1
1300,0,0
1250,0,1
1250,0,1
1250,0,1
1250,0,1
1250,0,1
1250,0,1
1250,0,1
1200,0,1
1200,0,1
1200,0,1
1200,1,0
1200,0,1
1200,0,1
1200,0,1
1150,0,1
1150,0,0
1150,1,0
1150,0,1
1150,0,1
1150,0,1
1150,0,1
1100,0,0
1100,0,1
1100,0,1
1100,1,0
1100,0,1
1100,0,1
1100,0,1
1050,0,1
1050,0,1
1050,1,1
1050,0,1
1050,1,1
1050,0,1
1050,0,1
1000,0,1
1000,0,1
1000,1,1
1000,0,1
1000,1,1
1000,1,1
1000,0,0
950,0,1
950,0,0
950,1,0
950,1,1
950,0,1
950,0,1
950,1,1
900,0,1
900,0,1
900,0,1
900,0,1
900,0,1
900,1,1
900,0,1
850,1,1
850,1,0
850,1,1
850,0,1
850,0,1
850,1,1
850,1,0
800,1,0
800,0,1
800,0,0
800,1,1
800,1,1
800,1,1
800,0,1
750,1,0
750,1,0
750,1,1
750,1,1
750,1,1
750,1,1
750,1,1
700,0,1
700,1,1
700,0,1
700,1,1
700,1,1
700,1,1
700,0,1
650,0,1
650,1,1
650,1,1
650,1,1
650,1,1
650,1,1
650,0,1
600,1,1
600,1,0
600,1,0
600,1,0
600,1,1
600,1,1
600,1,1
550,0,1
550,1,0
550,1,0
550,1,0
550,0,1
550,1,1
550,1,1
500,1,0
500,1,1
500,1,0
500,1,0
500,1,0
500,1,1
500,1,1
450,1,1
450,0,1
450,1,1
450,1,0
450,1,1
450,1,1
450,1,1
400,1,1
400,0,1
400,1,1
400,1,1
400,1,0
400,1,1
400,1,1
350,1,0
350,1,1
350,1,1
350,1,0
350,1,0
350,1,1
350,1,1
300,1,1
300,1,0
300,1,0
300,1,1
300,1,1
300,1,0
300,1,0
250,1,1
250,1,1
250,1,1
250,1,1
250,1,0
250,1,0
250,1,0
