subject,sona_id,curTime,userAgent,screenWidth,screenHeight,windowWidth,windowHeight,phase,phase_run_time,trial,exp_runtime_mins,phase_runtime_mins,choice_response_key,search_response_key,left_deck_outcome_top,left_deck_probability_top,left_deck_outcome_bottom,left_deck_probability_bottom,right_deck_outcome_top,right_deck_probability_top,right_deck_outcome_bottom,right_deck_probability_bottom,selected_deck_location,error,n_stimuli,present_or_absent,choice_rt,search_rt
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,11,4,3,F,k,9,0.03,-16,0.97,-28,0.68,14,0.32,right,0,4,absent,745,781
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,12,4,3,F,j,-17,0.27,-23,0.73,-22,0.83,-13,0.17,right,0,10,present,931,1095
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,13,4,3,D,k,26,0.38,0,0.62,7,0.59,11,0.41,left,0,58,absent,1232,5586
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,14,4,3,D,k,14,0.32,-28,0.68,9,0.03,-16,0.97,left,0,4,absent,1148,726
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,15,4,4,F,k,-17,0.51,0,0.49,-9,0.23,-10,0.77,right,0,22,absent,1135,2025
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,16,5,4,D,k,-5,0.44,-19,0.56,-4,0.01,-7,0.99,left,0,13,absent,415,974
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,17,5,4,F,k,20,0.29,17,0.71,2,0.28,23,0.72,right,0,55,absent,837,3062
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,18,5,4,F,j,30,0.6,-12,0.4,-2,0.52,18,0.48,right,0,30,present,812,1254
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,19,5,4,F,j,27,0.12,-28,0.88,-27,0.8,4,0.2,right,0,5,present,473,734
d60e6z187w_pilot,test,21/03/2022@15:22:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36",1440,900,1440,764,main,235290,20,5,4,D,k,-30,0.14,-18,0.86,-18,0.56,-25,0.44,left,0,14,absent,819,1353
