"subject","choiceTrial","choiceRt","chosenDeckId","difference","difficulty","selectedDeckLocation","leftDeckId","rightDeckId","riskyDeckSwitchTop","riskyDeckSwitchBottom","safeDeckSwitch","corrected_effort_units","outcomeSwitch","condition","selectedRiskyDeck"
"a%25604410_svizw33gfu",3,2894,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",5,1556,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",6,1408,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",7,2304,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",8,2485,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",9,1290,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",10,1688,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a%25604410_svizw33gfu",11,1516,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",12,1306,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"a%25604410_svizw33gfu",13,1272,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",14,1373,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",15,2893,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",16,1067,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",17,1865,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",18,1150,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",19,1489,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",20,1158,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",21,1295,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",22,1778,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",23,1154,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",24,1613,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",25,1173,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",26,1189,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"true",11,"HE",0
"a%25604410_svizw33gfu",27,1240,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"a%25604410_svizw33gfu",28,1004,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"a%25604410_svizw33gfu",29,1115,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",30,1267,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a%25604410_svizw33gfu",31,2061,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",32,1830,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"a%25604410_svizw33gfu",33,1373,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a%25604410_svizw33gfu",34,1077,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"a%25604410_svizw33gfu",35,3736,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",36,990,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",37,1341,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a%25604410_svizw33gfu",38,1167,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"a%25604410_svizw33gfu",39,3384,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a%25604410_svizw33gfu",40,1062,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",1,3317,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"a0235_oooku3eys9",2,3196,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"a0235_oooku3eys9",3,2493,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"a0235_oooku3eys9",4,2215,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",5,1850,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"a0235_oooku3eys9",6,1541,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",7,3063,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",8,1339,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"a0235_oooku3eys9",9,4288,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"a0235_oooku3eys9",10,2376,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"a0235_oooku3eys9",11,1782,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",12,2080,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"a0235_oooku3eys9",13,2848,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"true",11,"HE",0
"a0235_oooku3eys9",14,2466,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"true",10,"HM",0
"a0235_oooku3eys9",15,1771,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"a0235_oooku3eys9",16,2318,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",17,1732,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"a0235_oooku3eys9",18,1621,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"a0235_oooku3eys9",19,1847,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",20,1995,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"a0235_oooku3eys9",21,1814,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",22,3856,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"true",11,"HE",0
"a0235_oooku3eys9",23,3354,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"a0235_oooku3eys9",24,1573,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",25,2923,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",26,1985,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"a0235_oooku3eys9",27,1712,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"a0235_oooku3eys9",28,1899,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",29,2499,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",30,2702,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",8,"EM",1
"a0235_oooku3eys9",32,4007,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"true",14,"HE",1
"a0235_oooku3eys9",33,2649,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"a0235_oooku3eys9",34,2444,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"a0235_oooku3eys9",35,2054,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",36,1931,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a0235_oooku3eys9",37,2074,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"a0235_oooku3eys9",38,3911,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"a0235_oooku3eys9",40,1975,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"a40919_fsdw2ik852v",2,4689,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a40919_fsdw2ik852v",3,3261,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"false",14,"HE",1
"a40919_fsdw2ik852v",6,2950,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",8,"EE",1
"a40919_fsdw2ik852v",7,3532,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"a40919_fsdw2ik852v",8,2401,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"false",6,"EM",0
"a40919_fsdw2ik852v",9,2359,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",8,"HM",1
"a40919_fsdw2ik852v",10,2554,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"false",8,"EM",1
"a40919_fsdw2ik852v",11,1167,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"false",8,"HE",1
"a40919_fsdw2ik852v",12,930,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",2,"EE",1
"a40919_fsdw2ik852v",13,1796,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"false",12,"HM",1
"a40919_fsdw2ik852v",14,1027,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",8,"EE",1
"a40919_fsdw2ik852v",15,1310,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"false",6,"EM",0
"a40919_fsdw2ik852v",16,1109,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"false",14,"HE",1
"a40919_fsdw2ik852v",17,1095,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"false",12,"HM",1
"a40919_fsdw2ik852v",18,1025,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"false",14,"HE",1
"a40919_fsdw2ik852v",19,1332,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"false",4,"EM",1
"a40919_fsdw2ik852v",20,1220,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a40919_fsdw2ik852v",21,1177,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"false",14,"HE",1
"a40919_fsdw2ik852v",22,1382,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"false",6,"EM",0
"a40919_fsdw2ik852v",23,1511,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"false",10,"HM",0
"a40919_fsdw2ik852v",25,1666,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a40919_fsdw2ik852v",26,2352,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"a40919_fsdw2ik852v",27,1546,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a40919_fsdw2ik852v",28,2054,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",12,"HM",1
"a40919_fsdw2ik852v",29,1844,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",2,"EE",1
"a40919_fsdw2ik852v",30,1977,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"false",4,"EM",1
"a40919_fsdw2ik852v",31,1432,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"a40919_fsdw2ik852v",32,2506,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"false",8,"HE",1
"a40919_fsdw2ik852v",33,3020,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"false",8,"EE",1
"a40919_fsdw2ik852v",34,1532,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a40919_fsdw2ik852v",35,1349,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a40919_fsdw2ik852v",36,1971,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"a40919_fsdw2ik852v",37,2215,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",4,"EM",1
"a40919_fsdw2ik852v",38,2011,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"false",10,"HM",0
"a40919_fsdw2ik852v",39,2426,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"false",14,"HE",1
"a40919_fsdw2ik852v",40,1693,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",8,"EE",1
"a4165_q1a9gul2j9b",1,3167,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",2,2851,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"false",14,"HE",1
"a4165_q1a9gul2j9b",3,2636,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",4,3531,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",5,1435,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",6,2138,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",7,1376,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",8,2475,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",9,1402,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",10,1112,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",11,1963,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",12,1751,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a4165_q1a9gul2j9b",13,1465,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",14,1591,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",15,1599,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",16,924,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",17,1533,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",18,1763,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",19,1453,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",20,1245,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",21,1381,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",22,1351,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",23,1380,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",24,1606,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",25,2083,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",26,1638,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",27,1471,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",28,1262,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",29,1182,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",30,1223,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",31,1205,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",32,1200,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",33,1241,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",34,1200,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a4165_q1a9gul2j9b",35,1133,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a4165_q1a9gul2j9b",36,1220,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",37,1350,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"false",5,"EE",0
"a4165_q1a9gul2j9b",38,1314,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a4165_q1a9gul2j9b",40,1655,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"a41823_ahl091r6rks",2,2957,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"false",8,"HM",1
"a41823_ahl091r6rks",3,1422,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"false",14,"HE",1
"a41823_ahl091r6rks",4,1538,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"false",5,"EE",0
"a41823_ahl091r6rks",5,1434,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"false",8,"EM",1
"a41823_ahl091r6rks",6,3694,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a41823_ahl091r6rks",7,980,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"false",8,"EE",1
"a41823_ahl091r6rks",8,1608,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"false",8,"HM",1
"a41823_ahl091r6rks",9,1109,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a41823_ahl091r6rks",10,667,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"false",5,"EE",0
"a41823_ahl091r6rks",11,1059,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a41823_ahl091r6rks",12,1374,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",12,"HM",1
"a41823_ahl091r6rks",13,1084,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"false",5,"EE",0
"a41823_ahl091r6rks",14,2815,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"false",8,"EM",1
"a41823_ahl091r6rks",16,2772,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"false",8,"HE",1
"a41823_ahl091r6rks",17,2029,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a41823_ahl091r6rks",18,2844,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"a41823_ahl091r6rks",19,1350,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"false",5,"EE",0
"a41823_ahl091r6rks",20,2214,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a41823_ahl091r6rks",21,1606,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a41823_ahl091r6rks",22,2350,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"false",11,"HE",0
"a41823_ahl091r6rks",23,1674,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"a41823_ahl091r6rks",24,1846,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"false",8,"EM",1
"a41823_ahl091r6rks",27,1118,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"false",14,"HE",1
"a41823_ahl091r6rks",28,632,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a41823_ahl091r6rks",30,1390,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a41823_ahl091r6rks",32,950,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",8,"EE",1
"a41823_ahl091r6rks",33,780,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"a41823_ahl091r6rks",34,2232,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"false",6,"EM",0
"a41823_ahl091r6rks",35,706,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"false",8,"HE",1
"a41823_ahl091r6rks",36,1097,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a41823_ahl091r6rks",37,1094,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"a41823_ahl091r6rks",39,933,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",8,"EE",1
"a41823_ahl091r6rks",40,1185,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"a43011_a73kv74rkup",1,1718,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",12,"HM",1
"a43011_a73kv74rkup",4,1528,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"false",2,"EE",1
"a43011_a73kv74rkup",5,1505,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"false",12,"HM",1
"a43011_a73kv74rkup",6,1302,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"false",4,"EM",1
"a43011_a73kv74rkup",7,1121,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",8,"EE",1
"a43011_a73kv74rkup",8,1054,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"false",14,"HE",1
"a43011_a73kv74rkup",9,1058,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"a43011_a73kv74rkup",10,915,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",12,"HM",1
"a43011_a73kv74rkup",11,1014,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",2,"EE",1
"a43011_a73kv74rkup",12,981,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"false",4,"EM",1
