"subject","choiceTrial","choiceRt","chosenDeckId","difference","difficulty","selectedDeckLocation","leftDeckId","rightDeckId","riskyDeckSwitchTop","riskyDeckSwitchBottom","safeDeckSwitch","corrected_effort_units","outcomeSwitch","condition","selectedRiskyDeck"
"m2218_2foyrzuxx7w",3,2651,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m2218_2foyrzuxx7w",4,3721,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"true",8,"EM",1
"m2218_2foyrzuxx7w",5,2010,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",6,3033,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",8,1531,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",9,1148,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",10,1265,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",11,1025,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",12,3323,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"true",8,"EE",1
"m2218_2foyrzuxx7w",13,909,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",14,2093,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m2218_2foyrzuxx7w",15,966,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",16,722,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",17,708,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",18,967,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",19,718,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",20,814,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",22,2859,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",8,"HE",1
"m2218_2foyrzuxx7w",23,1459,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",4,8,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",24,2833,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",8,"HM",1
"m2218_2foyrzuxx7w",25,2511,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",26,1768,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",27,1605,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",28,1442,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",29,1450,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",30,1121,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",31,1538,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",32,1185,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",33,1101,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",34,1053,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",35,2068,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m2218_2foyrzuxx7w",36,1444,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m2218_2foyrzuxx7w",38,1039,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"m2218_2foyrzuxx7w",39,1684,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m2218_2foyrzuxx7w",40,1434,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"m42227_cy3iaib3ite",1,3369,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"true",12,"HM",1
"m42227_cy3iaib3ite",3,3256,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",8,"EM",1
"m42227_cy3iaib3ite",4,2896,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m42227_cy3iaib3ite",6,1925,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m42227_cy3iaib3ite",7,1885,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"true",8,"HM",1
"m42227_cy3iaib3ite",8,1670,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",8,"HE",1
"m42227_cy3iaib3ite",9,1358,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",12,"HM",1
"m42227_cy3iaib3ite",10,1274,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m42227_cy3iaib3ite",11,3026,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",4,"EM",1
"m42227_cy3iaib3ite",12,2201,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m42227_cy3iaib3ite",13,1527,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"m42227_cy3iaib3ite",14,2456,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m42227_cy3iaib3ite",15,1745,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",12,"HM",1
"m42227_cy3iaib3ite",16,1613,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m42227_cy3iaib3ite",17,3445,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m42227_cy3iaib3ite",18,1537,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"true",14,"HE",1
"m42227_cy3iaib3ite",19,2124,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",8,"EM",1
"m42227_cy3iaib3ite",20,1294,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"m42227_cy3iaib3ite",21,1859,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",8,"EM",1
"m42227_cy3iaib3ite",22,1278,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"m42227_cy3iaib3ite",23,1084,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"m42227_cy3iaib3ite",24,1774,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"m42227_cy3iaib3ite",25,1346,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"true",4,"EM",1
"m42227_cy3iaib3ite",26,1112,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"true",8,"HE",1
"m42227_cy3iaib3ite",27,1021,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"m42227_cy3iaib3ite",28,848,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"m42227_cy3iaib3ite",29,726,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"true",8,"HM",1
"m42227_cy3iaib3ite",30,1325,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"true",2,"EE",1
"m42227_cy3iaib3ite",31,3159,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",8,"HE",1
"m42227_cy3iaib3ite",32,940,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m42227_cy3iaib3ite",33,999,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",8,"HM",1
"m42227_cy3iaib3ite",34,1685,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",4,"EM",1
"m42227_cy3iaib3ite",35,1273,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m42227_cy3iaib3ite",36,1608,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"true",2,"EE",1
"m42227_cy3iaib3ite",37,1304,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",4,"EM",1
"m42227_cy3iaib3ite",38,1513,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m42227_cy3iaib3ite",39,876,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",8,"HM",1
"m42227_cy3iaib3ite",40,2227,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"true",2,"EE",1
"m51112_tphifs29kfl",2,2983,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m51112_tphifs29kfl",3,1870,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",8,2,5,"true",5,"EE",0
"m51112_tphifs29kfl",5,1848,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m51112_tphifs29kfl",6,1383,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"true",8,"HM",1
"m51112_tphifs29kfl",8,1553,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m51112_tphifs29kfl",9,1494,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m51112_tphifs29kfl",10,1929,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",8,"HE",1
"m51112_tphifs29kfl",11,2998,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"m51112_tphifs29kfl",12,3855,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"true",2,"EE",1
"m51112_tphifs29kfl",13,2503,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m51112_tphifs29kfl",14,2650,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"true",14,"HE",1
"m51112_tphifs29kfl",15,1803,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",8,"HM",1
"m51112_tphifs29kfl",16,1424,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m51112_tphifs29kfl",17,1844,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m51112_tphifs29kfl",18,1353,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",4,"EM",1
"m51112_tphifs29kfl",19,1657,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"true",10,"HM",0
"m51112_tphifs29kfl",20,1245,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"true",2,"EE",1
"m51112_tphifs29kfl",21,1997,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m51112_tphifs29kfl",22,1456,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"true",8,"EE",1
"m51112_tphifs29kfl",23,1639,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",8,14,11,"true",8,"HE",1
"m51112_tphifs29kfl",24,2533,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"true",10,"HM",0
"m51112_tphifs29kfl",25,1591,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"true",8,"HE",1
"m51112_tphifs29kfl",26,2620,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m51112_tphifs29kfl",27,1771,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",4,"EM",1
"m51112_tphifs29kfl",28,2455,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"true",10,"HM",0
"m51112_tphifs29kfl",29,1707,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"true",12,"HM",1
"m51112_tphifs29kfl",30,1242,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m51112_tphifs29kfl",31,1393,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m51112_tphifs29kfl",32,1001,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",8,"EM",1
"m51112_tphifs29kfl",33,1103,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"true",2,"EE",1
"m51112_tphifs29kfl",34,1137,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",8,"EM",1
"m51112_tphifs29kfl",35,2785,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",12,"HM",1
"m51112_tphifs29kfl",36,1546,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m51112_tphifs29kfl",37,1431,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m51112_tphifs29kfl",38,988,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",8,"EM",1
"m51112_tphifs29kfl",39,1937,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",8,"HM",1
"m51112_tphifs29kfl",40,1023,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m515_rll9w789qk",3,2104,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m515_rll9w789qk",5,3122,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"true",8,"EE",1
"m515_rll9w789qk",6,1916,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",8,"HE",1
"m515_rll9w789qk",7,2955,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",12,"HM",1
"m515_rll9w789qk",8,3304,"safeDeck","Moderate","Easier than Reference","right","riskyDeck","safeDeck",8,4,6,"true",6,"EM",0
"m515_rll9w789qk",9,3294,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"true",12,"HM",1
"m515_rll9w789qk",10,1635,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m515_rll9w789qk",11,1716,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",14,"HE",1
"m515_rll9w789qk",12,1318,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m515_rll9w789qk",13,1891,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",8,"HM",1
"m515_rll9w789qk",14,1908,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"true",14,"HE",1
"m515_rll9w789qk",15,1705,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"true",5,"EE",0
"m515_rll9w789qk",16,1137,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",8,"EM",1
"m515_rll9w789qk",17,1218,"riskyDeck","Extreme","Harder than Reference","right","safeDeck","riskyDeck",14,8,11,"true",8,"HE",1
"m515_rll9w789qk",18,1467,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m515_rll9w789qk",19,1564,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",4,8,6,"true",6,"EM",0
"m515_rll9w789qk",20,2451,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",8,12,10,"true",12,"HM",1
"m515_rll9w789qk",21,1838,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",8,4,6,"true",4,"EM",1
"m515_rll9w789qk",22,1598,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"true",12,"HM",1
"m515_rll9w789qk",23,1077,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m515_rll9w789qk",24,1409,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m515_rll9w789qk",25,1686,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"m515_rll9w789qk",26,3297,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m515_rll9w789qk",27,1567,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"true",8,"EE",1
"m515_rll9w789qk",28,947,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m515_rll9w789qk",29,1210,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m515_rll9w789qk",30,1655,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",4,"EM",1
"m515_rll9w789qk",31,876,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m515_rll9w789qk",32,614,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",8,14,11,"true",14,"HE",1
"m515_rll9w789qk",33,931,"safeDeck","Moderate","Easier than Reference","left","safeDeck","riskyDeck",8,4,6,"true",6,"EM",0
"m515_rll9w789qk",34,786,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"true",10,"HM",0
"m515_rll9w789qk",35,1765,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
"m515_rll9w789qk",36,676,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"true",5,"EE",0
"m515_rll9w789qk",37,759,"riskyDeck","Extreme","Harder than Reference","left","riskyDeck","safeDeck",14,8,11,"true",8,"HE",1
"m515_rll9w789qk",38,522,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",4,"EM",1
"m515_rll9w789qk",39,1458,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",8,"HM",1
"m515_rll9w789qk",40,829,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",8,2,5,"true",5,"EE",0
"m6196_2lvs20d8w8j",1,3033,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",2,3012,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",8,2,5,"false",2,"EE",1
"m6196_2lvs20d8w8j",4,2560,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",5,2450,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"false",8,"EE",1
"m6196_2lvs20d8w8j",6,1544,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"false",8,"HM",1
"m6196_2lvs20d8w8j",7,2656,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",8,3131,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",4,"EM",1
"m6196_2lvs20d8w8j",9,2620,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",10,1840,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"false",8,"EM",1
"m6196_2lvs20d8w8j",11,2578,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",12,1525,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",8,"EE",1
"m6196_2lvs20d8w8j",13,1124,"safeDeck","Extreme","Easier than Reference","left","safeDeck","riskyDeck",2,8,5,"false",5,"EE",0
"m6196_2lvs20d8w8j",14,1851,"riskyDeck","Moderate","Harder than Reference","left","riskyDeck","safeDeck",12,8,10,"false",12,"HM",1
"m6196_2lvs20d8w8j",15,1382,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"m6196_2lvs20d8w8j",17,2334,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",18,2143,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",4,"EM",1
"m6196_2lvs20d8w8j",19,1409,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",8,12,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",20,889,"riskyDeck","Extreme","Easier than Reference","right","safeDeck","riskyDeck",2,8,5,"false",8,"EE",1
"m6196_2lvs20d8w8j",21,1395,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",2,8,5,"false",2,"EE",1
"m6196_2lvs20d8w8j",22,1537,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",23,1939,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"m6196_2lvs20d8w8j",24,1117,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",12,8,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",25,3132,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",26,1166,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",8,"EM",1
"m6196_2lvs20d8w8j",27,1470,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",8,"EE",1
"m6196_2lvs20d8w8j",28,1420,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",29,2160,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",30,1344,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",8,12,10,"false",12,"HM",1
"m6196_2lvs20d8w8j",31,1871,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",8,"EE",1
"m6196_2lvs20d8w8j",32,813,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"false",4,"EM",1
"m6196_2lvs20d8w8j",33,899,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",8,4,6,"false",4,"EM",1
"m6196_2lvs20d8w8j",34,977,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",35,857,"safeDeck","Extreme","Easier than Reference","right","riskyDeck","safeDeck",2,8,5,"false",5,"EE",0
"m6196_2lvs20d8w8j",36,3713,"safeDeck","Moderate","Harder than Reference","left","safeDeck","riskyDeck",8,12,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",37,1697,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"false",11,"HE",0
"m6196_2lvs20d8w8j",38,879,"safeDeck","Moderate","Harder than Reference","right","riskyDeck","safeDeck",12,8,10,"false",10,"HM",0
"m6196_2lvs20d8w8j",39,1821,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"false",4,"EM",1
"m6196_2lvs20d8w8j",40,1671,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"false",2,"EE",1
"m62725_oz5wbcvkeaa",2,2544,"riskyDeck","Moderate","Easier than Reference","left","riskyDeck","safeDeck",4,8,6,"true",4,"EM",1
"m62725_oz5wbcvkeaa",4,1962,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",14,8,11,"true",11,"HE",0
"m62725_oz5wbcvkeaa",5,2770,"riskyDeck","Extreme","Easier than Reference","left","riskyDeck","safeDeck",8,2,5,"true",8,"EE",1
"m62725_oz5wbcvkeaa",6,1074,"riskyDeck","Moderate","Easier than Reference","right","safeDeck","riskyDeck",4,8,6,"true",4,"EM",1
"m62725_oz5wbcvkeaa",7,2442,"safeDeck","Extreme","Harder than Reference","left","safeDeck","riskyDeck",8,14,11,"true",11,"HE",0
"m62725_oz5wbcvkeaa",8,1104,"riskyDeck","Moderate","Harder than Reference","right","safeDeck","riskyDeck",12,8,10,"true",8,"HM",1
"m62725_oz5wbcvkeaa",9,1337,"safeDeck","Extreme","Harder than Reference","right","riskyDeck","safeDeck",8,14,11,"true",11,"HE",0
